时间,辐照度,风速,风向,温度,压强,湿度,实发辐照度,实际功率
2017-08-01 10:00:00.000,-0.863543788187373,-0.917355371900827,202,0.5125,0.0714285714285714,0.782608695652174,88.6,3.69867
2017-08-01 10:15:00.000,-0.843177189409369,-0.933884297520661,207,0.516666666666667,0.0714285714285714,0.760869565217391,88.2667,3.53233
2017-08-01 10:30:00.000,-0.812627291242363,-0.933884297520661,214,0.520833333333333,0.0714285714285714,0.739130434782609,76.2,2.94467
2017-08-01 10:45:00.000,-0.782077393075356,-0.950413223140496,225,0.525,0.0714285714285714,0.717391304347826,60.1333,2.52667
2017-08-01 11:00:00.000,-0.75152749490835,-0.966942148760331,207,0.529166666666667,0.0714285714285714,0.717391304347826,70.8667,2.78167
2017-08-01 11:15:00.000,-0.718940936863544,-0.966942148760331,207,0.533333333333333,0.0714285714285714,0.695652173913044,130.267,5.09333
2017-08-01 11:30:00.000,-0.684317718940937,-0.966942148760331,180,0.5375,0.0714285714285714,0.673913043478261,138.333,5.963
2017-08-01 11:45:00.000,-0.64969450101833,-0.950413223140496,135,0.541666666666667,0.0714285714285714,0.673913043478261,119.133,4.34133
2017-08-01 12:00:00.000,-0.615071283095723,-0.933884297520661,135,0.55,0.0714285714285714,0.652173913043478,182.467,5.49833
2017-08-01 12:15:00.000,-0.596741344195519,-0.900826446280992,135,0.554166666666667,0.0714285714285714,0.630434782608696,230.0,8.55233
2017-08-01 12:30:00.000,-0.590631364562118,-0.851239669421488,131,0.558333333333333,0.0714285714285714,0.630434782608696,242.867,9.691
2017-08-01 12:45:00.000,-0.586558044806517,-0.801652892561984,125,0.5625,0.0714285714285714,0.608695652173913,263.267,10.572
2017-08-01 13:00:00.000,-0.582484725050917,-0.752066115702479,127,0.566666666666667,0.0714285714285714,0.58695652173913,283.533,10.9287
2017-08-01 13:15:00.000,-0.560081466395112,-0.702479338842975,128,0.570833333333333,0.0714285714285714,0.58695652173913,301.467,10.511
2017-08-01 13:30:00.000,-0.521384928716904,-0.652892561983471,129,0.575,0.0714285714285714,0.58695652173913,267.8,10.337
2017-08-01 13:45:00.000,-0.484725050916497,-0.619834710743802,130,0.583333333333333,0.0714285714285714,0.565217391304348,269.0,11.1837
2017-08-01 14:00:00.000,-0.446028513238289,-0.570247933884298,129,0.5875,0.0,0.543478260869565,320.4,12.7497
2017-08-01 14:15:00.000,-0.415478615071283,-0.537190082644628,129,0.591666666666667,0.0,0.543478260869565,330.4,14.1183
2017-08-01 14:30:00.000,-0.391038696537678,-0.504132231404959,130,0.595833333333333,0.0,0.543478260869565,278.867,14.4943
2017-08-01 14:45:00.000,-0.366598778004073,-0.471074380165289,131,0.6,-0.0714285714285714,0.521739130434783,280.733,13.876
2017-08-01 15:00:00.000,-0.342158859470469,-0.421487603305785,131,0.604166666666667,-0.0714285714285714,0.5,326.067,14.6327
2017-08-01 15:15:00.000,-0.342158859470469,-0.40495867768595,132,0.604166666666667,-0.0714285714285714,0.5,376.933,18.3267
2017-08-01 15:30:00.000,-0.368635437881874,-0.388429752066116,133,0.608333333333333,-0.0714285714285714,0.5,341.2,15.0167
2017-08-01 15:45:00.000,-0.393075356415479,-0.371900826446281,135,0.6125,-0.0714285714285714,0.5,286.933,12.0103
2017-08-01 16:00:00.000,-0.419551934826884,-0.338842975206612,135,0.6125,-0.142857142857143,0.5,177.0,7.36733
2017-08-01 16:15:00.000,-0.441955193482688,-0.338842975206612,134,0.6125,-0.142857142857143,0.5,207.867,8.54433
2017-08-01 16:30:00.000,-0.460285132382892,-0.322314049586777,135,0.6125,-0.142857142857143,0.5,206.867,8.46467
2017-08-01 16:45:00.000,-0.478615071283096,-0.305785123966942,136,0.6125,-0.142857142857143,0.5,231.6,9.41133
2017-08-01 17:00:00.000,-0.494908350305499,-0.305785123966942,135,0.608333333333333,-0.142857142857143,0.5,239.733,10.506
2017-08-01 17:15:00.000,-0.519348268839104,-0.289256198347108,134,0.608333333333333,-0.142857142857143,0.5,237.933,9.97333
2017-08-01 17:30:00.000,-0.55193482688391,-0.289256198347108,134,0.604166666666667,-0.142857142857143,0.521739130434783,171.8,7.017
2017-08-01 17:45:00.000,-0.582484725050917,-0.289256198347108,134,0.6,-0.142857142857143,0.543478260869565,177.533,7.273
2017-08-01 18:00:00.000,-0.613034623217923,-0.289256198347108,132,0.595833333333333,-0.142857142857143,0.543478260869565,314.333,13.1113
2017-08-01 18:15:00.000,-0.65173116089613,-0.272727272727273,131,0.5875,-0.142857142857143,0.565217391304348,241.867,11.0887
2017-08-01 18:30:00.000,-0.69857433808554,-0.289256198347108,130,0.583333333333333,-0.0714285714285714,0.58695652173913,119.2,4.68
2017-08-01 18:45:00.000,-0.745417515274949,-0.272727272727273,129,0.575,-0.0714285714285714,0.58695652173913,118.533,5.17867
2017-08-01 19:00:00.000,-0.790224032586558,-0.256198347107438,129,0.566666666666667,-0.0714285714285714,0.608695652173913,65.4,2.67167
2017-08-01 19:15:00.000,-0.835030549898167,-0.272727272727273,128,0.558333333333333,-0.0714285714285714,0.630434782608696,32.3333,0.970667
2017-08-01 19:30:00.000,-0.879837067209776,-0.272727272727273,126,0.554166666666667,-0.0714285714285714,0.630434782608696,16.4667,0.397
2017-08-01 19:45:00.000,-0.924643584521385,-0.256198347107438,125,0.55,0.0,0.652173913043478,3.73333,-0.026
2017-08-01 20:00:00.000,-0.967413441955194,-0.256198347107438,124,0.541666666666667,0.0,0.673913043478261,0.0,-0.151
2017-08-01 20:15:00.000,-0.989816700610998,-0.272727272727273,123,0.5375,0.0,0.695652173913044,0.0,-0.128667
2017-08-01 20:30:00.000,-0.993890020366599,-0.272727272727273,123,0.533333333333333,0.0714285714285714,0.717391304347826,0.0,-0.124
2017-08-01 20:45:00.000,-0.995926680244399,-0.272727272727273,122,0.529166666666667,0.0714285714285714,0.717391304347826,0.0,-0.122667
2017-08-01 21:00:00.000,-0.9979633401222,-0.289256198347108,121,0.525,0.0714285714285714,0.739130434782609,0.0,-0.125
2017-08-01 21:15:00.000,-1.0,-0.289256198347108,121,0.520833333333333,0.0714285714285714,0.760869565217391,0.0,-0.124667
2017-08-01 21:30:00.000,-1.0,-0.289256198347108,121,0.516666666666667,0.0714285714285714,0.760869565217391,0.0,-0.128333
2017-08-01 21:45:00.000,-1.0,-0.305785123966942,120,0.5125,0.0714285714285714,0.760869565217391,0.0,-0.127
2017-08-01 22:00:00.000,-1.0,-0.338842975206612,120,0.508333333333333,0.0714285714285714,0.782608695652174,0.0,-0.124333
2017-08-01 22:15:00.000,-1.0,-0.338842975206612,120,0.504166666666667,0.0714285714285714,0.804347826086957,0.0,-0.125
2017-08-01 22:30:00.000,-1.0,-0.355371900826446,119,0.504166666666667,0.0714285714285714,0.804347826086957,0.0,-0.127333
2017-08-01 22:45:00.000,-1.0,-0.388429752066116,119,0.5,0.0714285714285714,0.804347826086957,0.0,-0.125333
2017-08-01 23:00:00.000,-1.0,-0.40495867768595,120,0.495833333333333,0.0714285714285714,0.826086956521739,0.0,-0.124333
2017-08-01 23:15:00.000,-1.0,-0.43801652892562,120,0.495833333333333,0.0714285714285714,0.826086956521739,0.0,-0.124
2017-08-01 23:30:00.000,-1.0,-0.487603305785124,119,0.491666666666667,0.0714285714285714,0.847826086956522,0.0,-0.123
2017-08-01 23:45:00.000,-1.0,-0.537190082644628,117,0.4875,0.0714285714285714,0.847826086956522,0.0,-0.122667
2017-08-02 00:00:00.000,-1.0,-0.586776859504132,108,0.5125,0.0714285714285714,0.739130434782609,0.0,-0.123667
2017-08-02 00:15:00.000,-1.0,-0.619834710743802,108,0.508333333333333,0.0714285714285714,0.760869565217391,0.0,-0.119333
2017-08-02 00:30:00.000,-1.0,-0.652892561983471,104,0.504166666666667,0.0714285714285714,0.760869565217391,0.0,-0.118333
2017-08-02 00:45:00.000,-1.0,-0.702479338842975,103,0.5,0.0714285714285714,0.760869565217391,0.0,-0.118667
2017-08-02 01:00:00.000,-1.0,-0.752066115702479,101,0.495833333333333,0.0714285714285714,0.782608695652174,0.0,-0.117667
2017-08-02 01:15:00.000,-1.0,-0.785123966942149,99,0.491666666666667,0.0714285714285714,0.804347826086957,0.0,-0.116333
2017-08-02 01:30:00.000,-1.0,-0.801652892561984,95,0.4875,0.0714285714285714,0.804347826086957,0.0,-0.118667
2017-08-02 01:45:00.000,-1.0,-0.834710743801653,90,0.483333333333333,0.0714285714285714,0.804347826086957,0.0,-0.119667
2017-08-02 02:00:00.000,-1.0,-0.867768595041322,83,0.479166666666667,0.0,0.826086956521739,0.0,-0.123
2017-08-02 02:15:00.000,-1.0,-0.900826446280992,72,0.475,0.0,0.826086956521739,0.0,-0.121
2017-08-02 02:30:00.000,-1.0,-0.900826446280992,51,0.470833333333333,0.0,0.847826086956522,0.0,-0.118333
2017-08-02 02:45:00.000,-1.0,-0.900826446280992,39,0.470833333333333,0.0,0.847826086956522,0.0,-0.115667
2017-08-02 03:00:00.000,-1.0,-0.900826446280992,18,0.466666666666667,0.0,0.847826086956522,0.0,-0.121
2017-08-02 03:15:00.000,-1.0,-0.867768595041322,7,0.4625,0.0,0.847826086956522,0.0,-0.121333
2017-08-02 03:30:00.000,-1.0,-0.851239669421488,0,0.458333333333333,0.0,0.847826086956522,0.0,-0.121667
2017-08-02 03:45:00.000,-1.0,-0.834710743801653,0,0.454166666666667,-0.0714285714285714,0.847826086956522,0.0,-0.118333
2017-08-02 04:00:00.000,-1.0,-0.801652892561984,355,0.454166666666667,-0.0714285714285714,0.847826086956522,0.0,-0.116667
2017-08-02 04:15:00.000,-1.0,-0.785123966942149,351,0.45,-0.0714285714285714,0.847826086956522,0.0,-0.120667
2017-08-02 04:30:00.000,-1.0,-0.768595041322314,352,0.45,-0.0714285714285714,0.847826086956522,0.0,-0.126
2017-08-02 04:45:00.000,-1.0,-0.752066115702479,349,0.45,-0.0714285714285714,0.847826086956522,0.0,-0.126667
2017-08-02 05:00:00.000,-1.0,-0.735537190082645,346,0.45,-0.0714285714285714,0.826086956521739,0.0,-0.121
2017-08-02 05:15:00.000,-1.0,-0.702479338842975,344,0.454166666666667,-0.0714285714285714,0.826086956521739,0.0,-0.118333
2017-08-02 05:30:00.000,-1.0,-0.702479338842975,341,0.454166666666667,-0.0714285714285714,0.804347826086957,0.0,-0.118333
2017-08-02 05:45:00.000,-1.0,-0.702479338842975,341,0.454166666666667,-0.0714285714285714,0.804347826086957,0.0,-0.122
2017-08-02 06:00:00.000,-1.0,-0.68595041322314,339,0.458333333333333,-0.0714285714285714,0.782608695652174,0.0,-0.128
2017-08-02 06:15:00.000,-0.983706720977597,-0.669421487603306,336,0.4625,-0.0714285714285714,0.760869565217391,1.93333,-0.07
2017-08-02 06:30:00.000,-0.95112016293279,-0.669421487603306,333,0.466666666666667,-0.0714285714285714,0.739130434782609,12.4667,0.274667
2017-08-02 06:45:00.000,-0.918533604887984,-0.652892561983471,331,0.475,-0.0714285714285714,0.717391304347826,22.2,0.669667
2017-08-02 07:00:00.000,-0.887983706720978,-0.652892561983471,329,0.483333333333333,-0.0714285714285714,0.695652173913044,35.0,1.08133
2017-08-02 07:15:00.000,-0.837067209775968,-0.636363636363636,326,0.491666666666667,-0.0714285714285714,0.652173913043478,51.4667,1.64867
2017-08-02 07:30:00.000,-0.765784114052953,-0.619834710743802,326,0.5,-0.0714285714285714,0.630434782608696,88.4667,2.542
2017-08-02 07:45:00.000,-0.696537678207739,-0.603305785123967,322,0.508333333333333,-0.0714285714285714,0.608695652173913,111.533,3.20767
2017-08-02 08:00:00.000,-0.627291242362525,-0.586776859504132,320,0.520833333333333,-0.0714285714285714,0.565217391304348,165.867,5.21967
2017-08-02 08:15:00.000,-0.541751527494908,-0.586776859504132,318,0.533333333333333,-0.0714285714285714,0.521739130434783,267.333,7.633
2017-08-02 08:30:00.000,-0.439918533604888,-0.537190082644628,316,0.55,-0.0714285714285714,0.478260869565217,366.333,10.3387
2017-08-02 08:45:00.000,-0.338085539714868,-0.520661157024793,316,0.5625,-0.0714285714285714,0.456521739130435,255.133,10.2523
2017-08-02 09:00:00.000,-0.238289205702648,-0.504132231404959,315,0.579166666666667,-0.0714285714285714,0.41304347826087,425.333,9.31067
2017-08-02 09:15:00.000,-0.14867617107943,-0.487603305785124,312,0.595833333333333,-0.0714285714285714,0.369565217391304,488.6,14.3603
2017-08-02 09:30:00.000,-0.0733197556008147,-0.454545454545455,311,0.616666666666667,-0.0714285714285714,0.326086956521739,519.267,18.835
2017-08-02 09:45:00.000,0.00203665987780033,-0.421487603305785,311,0.6375,-0.0714285714285714,0.282608695652174,575.733,20.4067
2017-08-02 10:00:00.000,0.0773930753564154,-0.421487603305785,310,0.654166666666667,-0.142857142857143,0.239130434782609,612.867,22.3637
2017-08-02 10:15:00.000,0.156822810590631,-0.40495867768595,309,0.670833333333333,-0.142857142857143,0.195652173913043,677.8,24.0917
2017-08-02 10:30:00.000,0.240325865580448,-0.388429752066116,308,0.6875,-0.142857142857143,0.173913043478261,668.2,26.2963
2017-08-02 10:45:00.000,0.325865580448065,-0.371900826446281,309,0.708333333333333,-0.142857142857143,0.130434782608696,709.267,27.389
2017-08-02 11:00:00.000,0.409368635437882,-0.371900826446281,309,0.725,-0.142857142857143,0.0869565217391304,809.4,27.5943
2017-08-02 11:15:00.000,0.484725050916497,-0.371900826446281,309,0.741666666666667,-0.142857142857143,0.0652173913043479,843.933,30.0367
2017-08-02 11:30:00.000,0.553971486761711,-0.371900826446281,310,0.754166666666667,-0.142857142857143,0.0434782608695652,868.333,31.754
2017-08-02 11:45:00.000,0.625254582484725,-0.40495867768595,309,0.770833333333333,-0.214285714285714,0.0,890.467,32.0607
2017-08-02 12:00:00.000,0.694501018329939,-0.40495867768595,309,0.7875,-0.214285714285714,-0.0217391304347826,893.667,32.2803
2017-08-02 12:15:00.000,0.739307535641548,-0.421487603305785,310,0.8,-0.214285714285714,-0.0434782608695652,907.2,33.2037
2017-08-02 12:30:00.000,0.761710794297352,-0.43801652892562,313,0.808333333333334,-0.214285714285714,-0.0652173913043479,911.933,33.5773
2017-08-02 12:45:00.000,0.782077393075356,-0.454545454545455,313,0.816666666666667,-0.214285714285714,-0.0869565217391305,922.6,33.9227
2017-08-02 13:00:00.000,0.80244399185336,-0.487603305785124,312,0.829166666666667,-0.214285714285714,-0.108695652173913,919.667,34.02
2017-08-02 13:15:00.000,0.806517311608961,-0.504132231404959,314,0.8375,-0.214285714285714,-0.130434782608696,924.733,34.3127
2017-08-02 13:30:00.000,0.794297352342159,-0.504132231404959,315,0.85,-0.214285714285714,-0.152173913043478,919.933,34.255
2017-08-02 13:45:00.000,0.780040733197556,-0.520661157024793,316,0.858333333333333,-0.214285714285714,-0.152173913043478,911.133,33.99
2017-08-02 14:00:00.000,0.765784114052953,-0.537190082644628,315,0.866666666666667,-0.285714285714286,-0.152173913043478,896.933,33.762
2017-08-02 14:15:00.000,0.739307535641548,-0.537190082644628,315,0.875,-0.285714285714286,-0.173913043478261,882.333,33.439
2017-08-02 14:30:00.000,0.696537678207739,-0.520661157024793,316,0.883333333333333,-0.285714285714286,-0.195652173913043,857.133,32.8843
2017-08-02 14:45:00.000,0.653767820773931,-0.520661157024793,316,0.891666666666667,-0.357142857142857,-0.195652173913043,830.867,32.264
2017-08-02 15:00:00.000,0.610997963340122,-0.504132231404959,315,0.895833333333333,-0.357142857142857,-0.195652173913043,803.533,31.5853
2017-08-02 15:15:00.000,0.558044806517311,-0.504132231404959,315,0.904166666666667,-0.357142857142857,-0.217391304347826,781.0,30.8707
2017-08-02 15:30:00.000,0.496945010183299,-0.504132231404959,314,0.908333333333333,-0.357142857142857,-0.217391304347826,741.6,29.794
2017-08-02 15:45:00.000,0.433808553971487,-0.504132231404959,314,0.9125,-0.357142857142857,-0.239130434782609,703.133,28.5233
2017-08-02 16:00:00.000,0.370672097759674,-0.504132231404959,312,0.916666666666667,-0.357142857142857,-0.239130434782609,273.667,14.462
2017-08-02 16:15:00.000,0.297352342158859,-0.537190082644628,312,0.916666666666667,-0.357142857142857,-0.239130434782609,511.867,21.1013
2017-08-02 16:30:00.000,0.211812627291242,-0.570247933884298,310,0.916666666666667,-0.357142857142857,-0.239130434782609,525.8,22.9073
2017-08-02 16:45:00.000,0.126272912423625,-0.603305785123967,308,0.9125,-0.357142857142857,-0.217391304347826,508.267,22.7153
2017-08-02 17:00:00.000,0.0407331975560081,-0.652892561983471,307,0.9125,-0.428571428571429,-0.217391304347826,444.8,19.5857
2017-08-02 17:15:00.000,-0.0468431771894094,-0.71900826446281,306,0.908333333333333,-0.428571428571429,-0.195652173913043,397.2,18.784
2017-08-02 17:30:00.000,-0.134419551934827,-0.801652892561984,301,0.9,-0.428571428571429,-0.195652173913043,369.067,17.8543
2017-08-02 17:45:00.000,-0.221995926680244,-0.917355371900827,292,0.895833333333333,-0.428571428571429,-0.173913043478261,325.667,15.4277
2017-08-02 18:00:00.000,-0.311608961303462,-0.983471074380165,180,0.8875,-0.428571428571429,-0.152173913043478,240.8,11.636
2017-08-02 18:15:00.000,-0.39714867617108,-0.884297520661157,146,0.879166666666667,-0.428571428571429,-0.130434782608696,182.0,8.60633
2017-08-02 18:30:00.000,-0.476578411405295,-0.735537190082645,135,0.866666666666667,-0.428571428571429,-0.108695652173913,127.4,6.32033
2017-08-02 18:45:00.000,-0.556008146639511,-0.603305785123967,132,0.858333333333333,-0.428571428571429,-0.0869565217391305,85.5333,4.182
2017-08-02 19:00:00.000,-0.637474541751528,-0.471074380165289,131,0.845833333333333,-0.428571428571429,-0.0652173913043479,51.9333,2.57333
2017-08-02 19:15:00.000,-0.716904276985743,-0.355371900826446,130,0.833333333333333,-0.428571428571429,-0.0434782608695652,32.6667,1.425
2017-08-02 19:30:00.000,-0.792260692464359,-0.239669421487603,128,0.820833333333333,-0.428571428571429,-0.0217391304347826,20.2667,0.708667
2017-08-02 19:45:00.000,-0.867617107942974,-0.12396694214876,127,0.804166666666667,-0.428571428571429,0.0,7.4,0.188
2017-08-02 20:00:00.000,-0.945010183299389,-0.024793388429752,127,0.791666666666667,-0.428571428571429,0.0217391304347825,0.0,-0.108333
2017-08-02 20:15:00.000,-0.985743380855397,0.0413223140495869,125,0.779166666666667,-0.428571428571429,0.0434782608695652,0.0,-0.146333
2017-08-02 20:30:00.000,-0.989816700610998,0.0909090909090908,123,0.766666666666667,-0.357142857142857,0.0652173913043479,0.0,-0.126
