时间,辐照度,风速,风向,温度,压强,湿度,实发辐照度,实际功率
2017-08-01 10:00:00.000,-0.8635437881873728,-0.9173553719008265,202,0.5124999999999997,0.0714285714285714,0.7826086956521738,88.6,3.69867
2017-08-01 10:15:00.000,-0.8431771894093687,-0.9338842975206612,207,0.5166666666666666,0.0714285714285714,0.7608695652173914,88.2667,3.53233
2017-08-01 10:30:00.000,-0.8126272912423625,-0.9338842975206612,214,0.5208333333333333,0.0714285714285714,0.7391304347826086,76.2,2.94467
2017-08-01 10:45:00.000,-0.7820773930753564,-0.9504132231404958,225,0.5249999999999999,0.0714285714285714,0.7173913043478259,60.1333,2.52667
2017-08-01 11:00:00.000,-0.7515274949083504,-0.9669421487603306,207,0.5291666666666668,0.0714285714285714,0.7173913043478259,70.8667,2.78167
2017-08-01 11:15:00.000,-0.7189409368635438,-0.9669421487603306,207,0.5333333333333332,0.0714285714285714,0.6956521739130435,130.267,5.09333
2017-08-01 11:30:00.000,-0.6843177189409368,-0.9669421487603306,180,0.5374999999999999,0.0714285714285714,0.6739130434782608,138.333,5.963
2017-08-01 11:45:00.000,-0.6496945010183299,-0.9504132231404958,135,0.5416666666666665,0.0714285714285714,0.6739130434782608,119.133,4.34133
2017-08-01 12:00:00.000,-0.615071283095723,-0.9338842975206612,135,0.55,0.0714285714285714,0.6521739130434783,182.467,5.49833
2017-08-01 12:15:00.000,-0.5967413441955194,-0.9008264462809917,135,0.5541666666666665,0.0714285714285714,0.6304347826086956,230.0,8.55233
2017-08-01 12:30:00.000,-0.5906313645621182,-0.8512396694214877,131,0.5583333333333331,0.0714285714285714,0.6304347826086956,242.867,9.691
2017-08-01 12:45:00.000,-0.5865580448065173,-0.8016528925619835,125,0.5625,0.0714285714285714,0.6086956521739131,263.267,10.572
2017-08-01 13:00:00.000,-0.5824847250509165,-0.7520661157024793,127,0.5666666666666667,0.0714285714285714,0.5869565217391304,283.533,10.9287
2017-08-01 13:15:00.000,-0.5600814663951121,-0.7024793388429752,128,0.5708333333333333,0.0714285714285714,0.5869565217391304,301.467,10.511
2017-08-01 13:30:00.000,-0.5213849287169043,-0.6528925619834711,129,0.5749999999999997,0.0714285714285714,0.5869565217391304,267.8,10.337
2017-08-01 13:45:00.000,-0.484725050916497,-0.6198347107438017,130,0.5833333333333333,0.0714285714285714,0.5652173913043477,269.0,11.1837
2017-08-01 14:00:00.000,-0.4460285132382893,-0.5702479338842975,129,0.5874999999999999,0.0,0.5434782608695652,320.4,12.7497
2017-08-01 14:15:00.000,-0.41547861507128314,-0.5371900826446281,129,0.5916666666666668,0.0,0.5434782608695652,330.4,14.1183
2017-08-01 14:30:00.000,-0.3910386965376783,-0.5041322314049587,130,0.5958333333333332,0.0,0.5434782608695652,278.867,14.4943
2017-08-01 14:45:00.000,-0.36659877800407337,-0.47107438016528924,131,0.5999999999999999,-0.0714285714285714,0.5217391304347825,280.733,13.876
2017-08-01 15:00:00.000,-0.34215885947046853,-0.42148760330578505,131,0.6041666666666665,-0.0714285714285714,0.5,326.067,14.6327
2017-08-01 15:15:00.000,-0.34215885947046853,-0.4049586776859504,132,0.6041666666666665,-0.0714285714285714,0.5,376.933,18.3267
2017-08-01 15:30:00.000,-0.3686354378818738,-0.38842975206611563,133,0.6083333333333334,-0.0714285714285714,0.5,341.2,15.0167
2017-08-01 15:45:00.000,-0.39307535641547864,-0.371900826446281,135,0.6125,-0.0714285714285714,0.5,286.933,12.0103
2017-08-01 16:00:00.000,-0.4195519348268839,-0.33884297520661155,135,0.6125,-0.1428571428571429,0.5,177.0,7.36733
2017-08-01 16:15:00.000,-0.4419551934826884,-0.33884297520661155,134,0.6125,-0.1428571428571429,0.5,207.867,8.54433
2017-08-01 16:30:00.000,-0.46028513238289215,-0.3223140495867769,135,0.6125,-0.1428571428571429,0.5,206.867,8.46467
2017-08-01 16:45:00.000,-0.47861507128309577,-0.30578512396694213,136,0.6125,-0.1428571428571429,0.5,231.6,9.41133
2017-08-01 17:00:00.000,-0.49490835030549907,-0.30578512396694213,135,0.6083333333333334,-0.1428571428571429,0.5,239.733,10.506
2017-08-01 17:15:00.000,-0.5193482688391039,-0.2892561983471075,134,0.6083333333333334,-0.1428571428571429,0.5,237.933,9.97333
2017-08-01 17:30:00.000,-0.5519348268839104,-0.2892561983471075,134,0.6041666666666665,-0.1428571428571429,0.5217391304347825,171.8,7.017
2017-08-01 17:45:00.000,-0.5824847250509165,-0.2892561983471075,134,0.5999999999999999,-0.1428571428571429,0.5434782608695652,177.533,7.273
2017-08-01 18:00:00.000,-0.6130346232179227,-0.2892561983471075,132,0.5958333333333332,-0.1428571428571429,0.5434782608695652,314.333,13.1113
2017-08-01 18:15:00.000,-0.6517311608961304,-0.2727272727272726,131,0.5874999999999999,-0.1428571428571429,0.5652173913043477,241.867,11.0887
2017-08-01 18:30:00.000,-0.6985743380855398,-0.2892561983471075,130,0.5833333333333333,-0.0714285714285714,0.5869565217391304,119.2,4.68
2017-08-01 18:45:00.000,-0.7454175152749491,-0.2727272727272726,129,0.5749999999999997,-0.0714285714285714,0.5869565217391304,118.533,5.17867
2017-08-01 19:00:00.000,-0.790224032586558,-0.25619834710743805,129,0.5666666666666667,-0.0714285714285714,0.6086956521739131,65.4,2.67167
2017-08-01 19:15:00.000,-0.835030549898167,-0.2727272727272726,128,0.5583333333333331,-0.0714285714285714,0.6304347826086956,32.3333,0.970667
2017-08-01 19:30:00.000,-0.879837067209776,-0.2727272727272726,126,0.5541666666666665,-0.0714285714285714,0.6304347826086956,16.4667,0.397
2017-08-01 19:45:00.000,-0.924643584521385,-0.25619834710743805,125,0.55,0.0,0.6521739130434783,3.73333,-0.026
